Control Number,T1,T2,T3,T4,T5,T6,T7,T1_init,T2_init,T3_init,T4_init,T5_init,T6_init,T7_init,J1,J2,J3,J4,J5,J6,J7,Cube x,Cube y,Cube w,V1,V2,V3,V4,V5,V6,V7,Cube x V,Cube y V,Cube w V,
70,5.0231,-46.4267,3.05063,49.622,-2.37809,8.34252,0.887517,1.66412,-32.3115,2.62321,34.9575,0.0535573,1.55432,0.001593,-0.124067,0.325257,0.0815309,-2.46476,-0.0146602,1.35618,0.0259413,0.8,0.02,0,0.0479761,-0.169902,0.021415,0.366251,-0.272914,0.718904,0.0903972,8.88178e-19,-4.44089e-19,-4.57509e-17,
71,5.05348,-46.3771,2.98798,49.557,-2.36404,8.36353,0.897446,1.66412,-32.3115,2.62321,34.9575,0.0535573,1.55432,0.001593,-0.12387,0.324573,0.0816109,-2.46328,-0.0157514,1.35888,0.0262973,0.8,0.02,0,0.0493526,-0.170828,0.0200092,0.369729,-0.272794,0.675512,0.0889973,4.44089e-19,-4.44089e-19,6.40513e-17,
72,5.08563,-46.3297,2.92364,49.496,-2.3458,8.34731,0.902104,1.66412,-32.3115,2.62321,34.9575,0.0535573,1.55432,0.001593,-0.12367,0.32389,0.0816892,-2.46181,-0.0168304,1.36153,0.026656,0.8,0.02,0,0.0498908,-0.170754,0.01957,0.36935,-0.269756,0.661659,0.0896773,4.44089e-19,-4.44089e-19,-1.83004e-17,
73,5.11969,-46.2837,2.85739,49.4358,-2.326,8.32117,0.904375,1.66412,-32.3115,2.62321,34.9575,0.0535573,1.55432,0.001593,-0.123469,0.323209,0.0817655,-2.46033,-0.0178997,1.36415,0.0270169,0.8,0.02,0,0.0503661,-0.170317,0.0190797,0.368261,-0.267309,0.655184,0.0902121,4.44089e-19,-4.44089e-19,-6.40513e-17,
74,5.15577,-46.2388,2.78901,49.3758,-2.30591,8.2923,0.905337,1.66412,-32.3115,2.62321,34.9575,0.0535573,1.55432,0.001593,-0.123265,0.32253,0.0818396,-2.45886,-0.018961,1.36675,0.0273789,0.8,0.02,0,0.050823,-0.169738,0.0185301,0.367098,-0.265327,0.650649,0.0905018,-3.85186e-34,-7.70372e-34,4.57509e-17,
75,5.19397,-46.195,2.71833,49.3158,-2.28598,8.26271,0.905308,1.66412,-32.3115,2.62321,34.9575,0.0535573,1.55432,0.001593,-0.12306,0.321854,0.0819114,-2.4574,-0.0200152,1.36934,0.0277414,0.8,0.02,0,0.0512762,-0.169103,0.0179375,0.365971,-0.263546,0.646671,0.0906345,-4.44089e-19,-4.44089e-19,1.18952e-16,
76,5.23444,-46.1524,2.64518,49.2557,-2.26639,8.23296,0.904341,1.66412,-32.3115,2.62321,34.9575,0.0535573,1.55432,0.001593,-0.122853,0.32118,0.0819806,-2.45594,-0.0210626,1.37191,0.0281041,0.8,0.02,0,0.0517343,-0.16845,0.0173076,0.364883,-0.261847,0.642881,0.0906562,-3.85186e-34,-7.70372e-34,4.57509e-17,
77,5.27733,-46.1109,2.56939,49.1957,-2.2472,8.20324,0.9024,1.66412,-32.3115,2.62321,34.9575,0.0535573,1.55432,0.001593,-0.122644,0.320509,0.0820472,-2.45448,-0.0221033,1.37447,0.0284664,0.8,0.02,0,0.0522026,-0.167797,0.0166423,0.363822,-0.26019,0.639172,0.0905801,8.88178e-19,-4.44089e-19,7.39557e-32,
78,5.32282,-46.0705,2.49075,49.1356,-2.22842,8.17363,0.899462,1.66412,-32.3115,2.62321,34.9575,0.0535573,1.55432,0.001593,-0.122434,0.31984,0.0821109,-2.45303,-0.0231376,1.37701,0.028828,0.8,0.02,0,0.0526848,-0.167151,0.0159415,0.36278,-0.258566,0.635511,0.0904059,4.44089e-19,4.44089e-19,-3.66008e-17,
79,5.37114,-46.0314,2.40905,49.0756,-2.20981,8.14411,0.895677,1.66412,-32.3115,2.62321,34.9575,0.0535573,1.55432,0.001593,-0.122221,0.319174,0.0821718,-2.45159,-0.0241655,1.37954,0.0291885,0.8,0.02,0,0.0531844,-0.166517,0.0152047,0.361751,-0.256973,0.631886,0.0901321,4.44089e-19,4.44089e-19,-1.00652e-16,
80,5.4979,-46.1654,2.33483,49.3816,-2.18972,7.5429,0.851806,1.5819,-32.0874,2.53635,34.8227,0.0847861,1.48641,0.00136988,-0.122006,0.31851,0.0822295,-2.45014,-0.0251871,1.38205,0.0295476,0.8,0.02,0,0.0537051,-0.165897,0.0144315,0.360731,-0.255399,0.628289,0.0897717,-3.85186e-34,4.44089e-19,2.74506e-17,
81,5.55379,-46.1283,2.24435,49.3178,-2.17771,7.56082,0.853205,1.5819,-32.0874,2.53635,34.8227,0.0847861,1.48641,0.00136988,-0.121788,0.317843,0.0822829,-2.44869,-0.0262107,1.3844,0.0298907,0.8,0.02,0,0.054602,-0.166732,0.0133434,0.363682,-0.25592,0.588249,0.085764,4.44089e-19,-7.70372e-34,-5.49011e-17,
82,5.6131,-46.0939,2.15038,49.2574,-2.16167,7.54482,0.850275,1.5819,-32.0874,2.53635,34.8227,0.0847861,1.48641,0.00136988,-0.121567,0.317177,0.0823332,-2.44724,-0.0272249,1.38671,0.0302326,0.8,0.02,0,0.0552765,-0.166649,0.0125862,0.363187,-0.253546,0.575244,0.0854716,-3.85186e-34,-7.70372e-34,1.28103e-16,
83,5.67633,-46.0617,2.0523,49.1975,-2.14373,7.51981,0.84557,1.5819,-32.0874,2.53635,34.8227,0.0847861,1.48641,0.00136988,-0.121343,0.316512,0.0823802,-2.44579,-0.0282309,1.38898,0.0305734,0.8,0.02,0,0.0559583,-0.166243,0.0117448,0.362058,-0.251492,0.569077,0.0852164,-3.85186e-34,-4.44089e-19,2.74506e-16,
84,5.74382,-46.0314,1.94967,49.1374,-2.12493,7.4924,0.840046,1.5819,-32.0874,2.53635,34.8227,0.0847861,1.48641,0.00136988,-0.121116,0.315849,0.0824235,-2.44434,-0.0292299,1.39124,0.0309126,0.8,0.02,0,0.0566575,-0.165721,0.0108348,0.360873,-0.249759,0.564737,0.0847939,8.88178e-19,-4.44089e-19,6.40513e-17,
85,5.81591,-46.0032,1.84205,49.077,-2.10561,7.46443,0.833999,1.5819,-32.0874,2.53635,34.8227,0.0847861,1.48641,0.00136988,-0.120887,0.315188,0.082463,-2.44291,-0.0302225,1.39348,0.0312497,0.8,0.02,0,0.0573858,-0.165166,0.00986754,0.359725,-0.24814,0.56094,0.0842686,8.88178e-19,-4.44089e-19,6.40513e-17,
86,5.89302,-45.9771,1.72896,49.0161,-2.08589,7.43646,0.827492,1.5819,-32.0874,2.53635,34.8227,0.0847861,1.48641,0.00136988,-0.120654,0.31453,0.0824984,-2.44147,-0.0312086,1.39571,0.0315844,0.8,0.02,0,0.0581521,-0.164611,0.00884448,0.358617,-0.24653,0.557339,0.0836804,4.44089e-19,-7.70372e-34,1.00652e-16,
87,5.97561,-45.9534,1.6099,48.9547,-2.06577,7.40865,0.820506,1.5819,-32.0874,2.53635,34.8227,0.0847861,1.48641,0.00136988,-0.120418,0.313874,0.0825294,-2.44004,-0.0321882,1.39793,0.0319166,0.8,0.02,0,0.0589628,-0.164071,0.00776297,0.357535,-0.244892,0.553834,0.0830421,-3.85186e-34,-7.70372e-34,-1.83004e-17,
88,6.06422,-45.9322,1.48428,48.8929,-2.0452,7.38108,0.813001,1.5819,-32.0874,2.53635,34.8227,0.0847861,1.48641,0.00136988,-0.120179,0.313219,0.0825559,-2.43862,-0.033161,1.40013,0.032246,0.8,0.02,0,0.0598239,-0.163555,0.00661877,0.356469,-0.243212,0.550393,0.0823546,-3.85186e-34,-4.44089e-19,3.66008e-17,
89,6.15945,-45.9137,1.35143,48.8305,-2.0241,7.35376,0.804959,1.5819,-32.0874,2.53635,34.8227,0.0847861,1.48641,0.00136988,-0.119936,0.312567,0.0825775,-2.43719,-0.034127,1.40232,0.0325724,0.8,0.02,0,0.0607415,-0.163066,0.00540672,0.355413,-0.241484,0.547003,0.0816149,8.88178e-19,-8.88178e-19,-8.23517e-17,
90,6.39361,-46.0684,1.19236,49.0987,-1.97773,6.802,0.753118,1.50176,-31.86,2.45158,34.6849,0.114832,1.41974,0.00114871,-0.119689,0.311917,0.082594,-2.43578,-0.0350858,1.40449,0.0328957,0.8,0.02,0,0.0617222,-0.162607,0.00412085,0.354361,-0.239703,0.543659,0.0808212,4.44089e-19,-7.70372e-34,-9.15019e-18,
91,6.50546,-46.0559,1.0405,49.0313,-1.96283,6.82021,0.74934,1.50176,-31.86,2.45158,34.6849,0.114832,1.41974,0.00114871,-0.119435,0.311262,0.0826027,-2.43435,-0.0360382,1.40652,0.0331995,0.8,0.02,0,0.0635774,-0.163558,0.00216843,0.356833,-0.238109,0.507006,0.0759302,-3.85186e-34,-7.70372e-34,-5.49011e-17,
92,6.6266,-46.0485,0.878804,48.9662,-1.94322,6.80691,0.74034,1.50176,-31.86,2.45158,34.6849,0.114832,1.41974,0.00114871,-0.119175,0.310608,0.0826058,-2.43292,-0.0369786,1.4085,0.0335002,0.8,0.02,0,0.0648683,-0.163642,0.000785346,0.356249,-0.235088,0.495065,0.0751813,-4.44089e-19,-7.70372e-34,-3.66008e-17,
93,6.75801,-46.0458,0.706038,48.9009,-1.92125,6.78514,0.728787,1.50176,-31.86,2.45158,34.6849,0.114832,1.41974,0.00114871,-0.11891,0.309954,0.0826029,-2.4315,-0.0379091,1.41046,0.0337975,0.8,0.02,0,0.0661798,-0.163442,-0.000723251,0.355091,-0.232623,0.48946,0.0743424,-8.88178e-19,-7.70372e-34,2.19605e-16,
94,6.90089,-46.0481,0.520775,48.8346,-1.89795,6.7611,0.715562,1.50176,-31.86,2.45158,34.6849,0.114832,1.41974,0.00114871,-0.11864,0.309301,0.0825935,-2.43009,-0.038831,1.4124,0.0340905,0.8,0.02,0,0.0675647,-0.16316,-0.00236762,0.353872,-0.230495,0.485563,0.0732417,-4.44089e-19,-4.44089e-19,1.83004e-17,
95,7.05665,-46.0558,0.321398,48.767,-1.87361,6.73653,0.700854,1.50176,-31.86,2.45158,34.6849,0.114832,1.41974,0.00114871,-0.118364,0.30865,0.0825769,-2.42868,-0.0397448,1.41433,0.0343783,0.8,0.02,0,0.0690491,-0.162871,-0.00414723,0.352677,-0.228449,0.482173,0.0719498,-4.44089e-19,-4.44089e-19,9.15019e-18,
96,7.227,-46.0697,0.10602,48.6979,-1.84825,6.71195,0.684588,1.50176,-31.86,2.45158,34.6849,0.114832,1.41974,0.00114871,-0.118081,0.308,0.0825526,-2.42727,-0.0406503,1.41625,0.0346603,0.8,0.02,0,0.0706539,-0.162613,-0.00607242,0.351505,-0.226368,0.478965,0.0704986,-4.44089e-19,-4.44089e-19,9.15019e-18,
97,7.41395,-46.0906,-0.1276,48.6269,-1.82173,6.68751,0.666592,1.50176,-31.86,2.45158,34.6849,0.114832,1.41974,0.00114871,-0.117792,0.30735,0.0825199,-2.42587,-0.0415471,1.41815,0.0349359,0.8,0.02,0,0.0723988,-0.162401,-0.00815968,0.350343,-0.224203,0.475841,0.0688879,-4.44089e-19,-4.44089e-19,-6.40513e-17,
98,7.61994,-46.1196,-0.382142,48.5538,-1.79385,6.66326,0.646675,1.50176,-31.86,2.45158,34.6849,0.114832,1.41974,0.00114871,-0.117495,0.306701,0.0824782,-2.42447,-0.0424348,1.42004,0.0352043,0.8,0.02,0,0.0743055,-0.162249,-0.01043,0.349179,-0.221929,0.472769,0.0671033,-4.44089e-19,-7.70372e-34,-1.00652e-16,
99,7.84792,-46.1578,-0.660833,48.4783,-1.76409,6.63908,0.624807,1.50176,-31.86,2.45158,34.6849,0.114832,1.41974,0.00114871,-0.117189,0.306052,0.0824266,-2.42308,-0.0433129,1.42192,0.0354648,0.8,0.02,0,0.0763993,-0.162164,-0.0129088,0.348005,-0.219525,0.469736,0.0651265,-4.44089e-19,4.44089e-19,-8.23517e-17,
100,8.14241,-46.3824,-0.930434,48.6951,-1.69401,6.14458,0.50285,1.4256,-31.639,2.3712,34.5472,0.143331,1.35605,0.000939186,-0.116874,0.305404,0.0823641,-2.42169,-0.0441807,1.42379,0.0357166,0.8,0.02,0,0.0787107,-0.162157,-0.0156265,0.346813,-0.216953,0.466727,0.0629523,-4.44089e-19,4.44089e-19,2.74506e-17,
101,8.43002,-46.4442,-1.27546,48.6102,-1.66469,6.15809,0.485741,1.4256,-31.639,2.3712,34.5472,0.143331,1.35605,0.000939186,-0.116548,0.304749,0.0822901,-2.4203,-0.0450331,1.42552,0.0359219,0.8,0.02,0,0.0814257,-0.163537,-0.0184831,0.348633,-0.21308,0.433875,0.0513359,-4.44089e-19,4.44089e-19,8.23517e-17,
102,8.75353,-46.5221,-1.65955,48.5242,-1.62737,6.14346,0.463195,1.4256,-31.639,2.3712,34.5472,0.143331,1.35605,0.000939186,-0.116211,0.304093,0.0822031,-2.41891,-0.0458686,1.42721,0.0361178,0.8,0.02,0,0.0844181,-0.164192,-0.0217557,0.347818,-0.208892,0.422844,0.0489574,-4.44089e-19,4.44089e-19,2.74506e-17,
103,9.12002,-46.6182,-2.09073,48.4339,-1.58342,6.12131,0.437723,1.4256,-31.639,2.3712,34.5472,0.143331,1.35605,0.000939186,-0.11586,0.303434,0.0821013,-2.41752,-0.0466883,1.42888,0.0363047,0.8,0.02,0,0.0877366,-0.164666,-0.0254617,0.346451,-0.204924,0.417485,0.0467233,4.44089e-19,-7.70372e-34,-1.83004e-17,
104,9.53842,-46.7359,-2.57896,48.3377,-1.53277,6.09722,0.409888,1.4256,-31.639,2.3712,34.5472,0.143331,1.35605,0.000939186,-0.115494,0.302773,0.0819827,-2.41614,-0.0474918,1.43054,0.0364815,0.8,0.02,0,0.0914679,-0.165156,-0.029646,0.344974,-0.200857,0.413654,0.0442026,4.44089e-19,-4.44089e-19,-1.83004e-17,
105,10.0204,-46.8802,-3.13715,48.2343,-1.47442,6.07278,0.379498,1.4256,-31.639,2.3712,34.5472,0.143331,1.35605,0.000939186,-0.115111,0.30211,0.0818451,-2.41477,-0.0482773,1.43218,0.0366471,0.8,0.02,0,0.0957137,-0.165756,-0.0343911,0.343451,-0.196374,0.410266,0.0414212,1.33227e-18,-4.44089e-19,-9.15019e-17,
106,10.5815,-47.0574,-3.78243,48.1217,-1.40668,6.04846,0.345945,1.4256,-31.639,2.3712,34.5472,0.143331,1.35605,0.000939186,-0.114709,0.301444,0.0816859,-2.4134,-0.0490423,1.43381,0.0368006,0.8,0.02,0,0.100597,-0.166524,-0.0398174,0.341866,-0.191259,0.407019,0.0383695,-3.85186e-34,-7.70372e-34,-9.15019e-17,
107,11.2428,-47.2764,-4.53809,47.9974,-1.32718,6.02443,0.308255,1.4256,-31.639,2.3712,34.5472,0.143331,1.35605,0.000939186,-0.114284,0.300774,0.0815015,-2.41204,-0.0497836,1.43542,0.0369406,0.8,0.02,0,0.106278,-0.167513,-0.0460887,0.340189,-0.18532,0.403821,0.0349925,-3.85186e-34,-7.70372e-34,-1.55553e-16,
108,12.0339,-47.5495,-5.43664,47.8581,-1.23261,6.00076,0.26498,1.4256,-31.639,2.3712,34.5472,0.143331,1.35605,0.000939186,-0.113832,0.300099,0.0812878,-2.41069,-0.0504969,1.43703,0.0370654,0.8,0.02,0,0.112968,-0.168783,-0.0534289,0.338381,-0.178338,0.400635,0.0311942,-4.44089e-19,-7.70372e-34,-6.40513e-17,
109,12.9971,-47.8944,-6.52488,47.6986,-1.1182,5.97748,0.213948,1.4256,-31.639,2.3712,34.5472,0.143331,1.35605,0.000939186,-0.113348,0.299417,0.0810392,-2.40934,-0.051177,1.43861,0.0371727,0.8,0.02,0,0.120966,-0.17041,-0.0621504,0.336393,-0.170026,0.397435,0.0268289,-3.85186e-34,-7.70372e-34,-5.49011e-17,
110,14.1222,-46.2894,-8.1239,48.2004,-0.779593,5.39049,0.0360947,1.35366,-31.4263,2.2955,34.4106,0.170274,1.29557,0.000742778,-0.112825,0.298727,0.0807484,-2.408,-0.0518169,1.44019,0.0372594,0.8,0.02,0,0.130699,-0.172499,-0.0727025,0.33416,-0.15998,0.394195,0.0216774,4.44089e-19,-7.70372e-34,9.24446e-32,
111,15.6746,-46.8881,-9.86216,47.9659,-0.612979,5.41062,-0.0334135,1.35366,-31.4263,2.2955,34.4106,0.170274,1.29557,0.000742778,-0.11225,0.298046,0.0804035,-2.40665,-0.052368,1.44163,0.0372752,0.8,0.02,0,0.143737,-0.170246,-0.0862242,0.339095,-0.137758,0.359843,0.00395087,4.44089e-19,4.44089e-19,-9.15019e-18,
112,17.7345,-47.6989,-12.1591,47.6765,-0.38269,5.40235,-0.136796,1.35366,-31.4263,2.2955,34.4106,0.170274,1.29557,0.000742778,-0.111612,0.297365,0.0799908,-2.40529,-0.0528389,1.44302,0.0372608,0.8,0.02,0,0.159428,-0.17026,-0.10318,0.338362,-0.11773,0.348219,-0.00359589,4.44089e-19,-7.70372e-34,-8.23517e-17,
113,20.6046,-48.8495,-15.3494,47.2931,-0.0618986,5.38729,-0.288198,1.35366,-31.4263,2.2955,34.4106,0.170274,1.29557,0.000742778,-0.110892,0.296675,0.0794885,-2.40395,-0.0532208,1.44439,0.0372053,0.8,0.02,0,0.180048,-0.172548,-0.125556,0.335111,-0.0954825,0.342069,-0.0138713,4.44089e-19,-7.70372e-34,-2.47055e-16,
114,24.896,-50.5993,-20.1079,46.7421,0.409409,5.37052,-0.526376,1.35366,-31.4263,2.2955,34.4106,0.170274,1.29557,0.000742778,-0.110057,0.295966,0.0788626,-2.40263,-0.0534893,1.44574,0.0370892,0.8,0.02,0,0.208748,-0.177416,-0.156485,0.330035,-0.0671276,0.336955,-0.0290397,-3.85186e-34,4.44089e-19,1.73854e-16,
115,32.0662,-53.5707,-28.0437,45.8478,1.17639,5.35067,-0.950462,1.35366,-31.4263,2.2955,34.4106,0.170274,1.29557,0.000742778,-0.109051,0.295222,0.0780532,-2.40134,-0.0535981,1.44707,0.0368773,0.8,0.02,0,0.251661,-0.185884,-0.20234,0.322699,-0.0271815,0.33153,-0.052958,8.88178e-19,-7.70372e-34,-2.74506e-17,
116,46.4275,-59.7312,-43.9238,44.0547,2.71146,5.28339,-1.82101,1.35366,-31.4263,2.2955,34.4106,0.170274,1.29557,0.000742778,-0.107758,0.29442,0.0769401,-2.4001,-0.0534555,1.44837,0.0364954,0.8,0.02,0,0.323254,-0.20063,-0.27829,0.31129,0.0356456,0.324753,-0.0954773,-6.21725e-18,-2.13163e-17,-1.43658e-15,
117,87,-87,-87,35.5171,12,4.8214,-1.96393,1.35366,-31.4263,2.2955,34.4106,0.170274,1.29557,0.000742778,-0.105893,0.2935,0.0752242,-2.39894,-0.0528337,1.44961,0.0357637,0.8,0.02,0,0.46622,-0.229866,-0.428961,0.289941,0.155458,0.312107,-0.182934,-2.04281e-17,7.10543e-18,1.73854e-16,
118,-87,87,87,87,-12,12,-12,1.35366,-31.4263,2.2955,34.4106,0.170274,1.29557,0.000742778,-0.10241,0.292152,0.0719126,-2.39815,-0.049608,1.4507,0.0348216,0.8,0.02,0,0.870605,-0.336926,-0.827899,0.198312,0.806419,0.271145,-0.235515,-1.33227e-17,1.42109e-17,-7.96067e-16,
119,87,-87,-87,3.11701,12,2.88426,-12,1.35366,-31.4263,2.2955,34.4106,0.170274,1.29557,0.000742778,-0.105333,0.292858,0.0751198,-2.39573,-0.051698,1.45386,0.0306102,0.8,0.02,0,-0.730778,0.176449,0.801802,0.603429,-0.522511,0.790077,-1.05287,-1.33227e-17,-1.42109e-17,-1.18952e-16,
120,-87,5.66218,87,62.5661,-12,5.49024,7.01865,1.28586,-31.2222,2.22441,34.2755,0.195717,1.23829,0.000559378,-0.102195,0.292251,0.0720457,-2.39488,-0.0492137,1.45604,0.0255651,0.8,0.02,0,0.784502,-0.151805,-0.768527,0.213991,0.62108,0.544671,-1.26125,-1.33227e-17,-2.84217e-17,-7.13715e-16,
121,-52.6511,-18.2802,65.2628,55.7206,-7.94839,4.90996,3.52604,1.28586,-31.2222,2.22441,34.2755,0.195717,1.23829,0.000559378,-0.105174,0.292391,0.0751907,-2.39317,-0.0519488,1.45753,0.02815,0.8,0.02,0,-0.744778,0.0349766,0.786241,0.426903,-0.683768,0.373198,0.646219,-6.21725e-18,-2.84217e-17,6.03913e-16,
122,-33.332,-26.289,43.9811,53.4074,-5.58748,4.81827,2.51531,1.28586,-31.2222,2.22441,34.2755,0.195717,1.23829,0.000559378,-0.107492,0.2926,0.0776525,-2.39142,-0.0550188,1.4589,0.0296697,0.8,0.02,0,-0.579275,0.0523302,0.61545,0.438192,-0.7675,0.343507,0.379913,-2.04281e-17,7.10543e-18,2.76336e-15,
123,-24.0506,-30.125,33.7262,52.2735,-4.53245,4.85075,2.11635,1.28586,-31.2222,2.22441,34.2755,0.195717,1.23829,0.000559378,-0.108998,0.292756,0.079317,-2.38975,-0.0575879,1.46021,0.030686,0.8,0.02,0,-0.376682,0.0389819,0.416119,0.415795,-0.642273,0.326126,0.25408,8.88178e-19,7.10543e-18,-7.86916e-16,
124,-18.6842,-32.3203,27.7821,51.6014,-3.93238,4.88992,1.91371,1.28586,-31.2222,2.22441,34.2755,0.195717,1.23829,0.000559378,-0.110074,0.292844,0.0805778,-2.38818,-0.05972,1.46144,0.0315214,0.8,0.02,0,-0.268997,0.0219262,0.315197,0.393692,-0.533024,0.308844,0.208848,8.88178e-19,7.10543e-18,-9.97371e-16,
125,-15.182,-33.7354,23.8939,51.1488,-3.53111,4.91023,1.79134,1.28586,-31.2222,2.22441,34.2755,0.195717,1.23829,0.000559378,-0.1109,0.29287,0.0816101,-2.38667,-0.0615627,1.46262,0.0322775,0.8,0.02,0,-0.206378,0.00652454,0.258088,0.377215,-0.460696,0.294619,0.189036,7.99361e-18,-1.42109e-17,-1.87579e-15,
126,-12.7126,-34.7193,21.1451,50.8171,-3.23724,4.91296,1.71104,1.28586,-31.2222,2.22441,34.2755,0.195717,1.23829,0.000559378,-0.111563,0.292844,0.0824959,-2.38521,-0.0632156,1.46376,0.0329887,0.8,0.02,0,-0.165753,-0.00638962,0.221435,0.365725,-0.413212,0.2842,0.177782,1.77636e-18,-8.43769e-18,-8.69268e-16,
127,-10.8764,-35.4395,19.0948,50.5595,-3.00986,4.90341,1.65646,1.28586,-31.2222,2.22441,34.2755,0.195717,1.23829,0.000559378,-0.112112,0.292776,0.0832791,-2.38377,-0.0647368,1.46487,0.0336703,0.8,0.02,0,-0.13728,-0.0170442,0.195808,0.357869,-0.380308,0.276837,0.170416,-4.44089e-19,-5.32907e-18,-5.39861e-16,
128,-9.45688,-35.9862,17.5042,50.3503,-2.82717,4.88597,1.6189,1.28586,-31.2222,2.22441,34.2755,0.195717,1.23829,0.000559378,-0.112577,0.292673,0.0839863,-2.38236,-0.0661609,1.46595,0.0343317,0.8,0.02,0,-0.116223,-0.0258571,0.176809,0.352519,-0.356015,0.271579,0.165344,-8.88178e-19,-3.55271e-18,-3.20257e-16,
129,-8.32643,-36.4127,16.2322,50.1749,-2.67625,4.86361,1.59306,1.28586,-31.2222,2.22441,34.2755,0.195717,1.23829,0.000559378,-0.112977,0.29254,0.0846348,-2.38097,-0.0675092,1.46702,0.0349789,0.8,0.02,0,-0.100031,-0.0332096,0.162107,0.348855,-0.337071,0.267677,0.161813,-8.88178e-19,-2.22045e-18,-1.46403e-16,
130,-7.5373,-36.8936,15.4058,50.1326,-2.48606,4.69428,1.46575,1.22208,-31.0269,2.15777,34.1421,0.219728,1.18413,0.000388548,-0.113326,0.292382,0.0852362,-2.37958,-0.0687958,1.46808,0.0356164,0.8,0.02,0,-0.0872121,-0.0394029,0.150351,0.346313,-0.32167,0.264614,0.159367,-4.44089e-19,-1.77636e-18,-1.09802e-16,
131,-6.76878,-37.1691,14.5322,49.9985,-2.37937,4.68082,1.45751,1.22208,-31.0269,2.15777,34.1421,0.219728,1.18413,0.000388548,-0.113639,0.292201,0.0858067,-2.3782,-0.0700138,1.46909,0.0362052,0.8,0.02,0,-0.0782181,-0.0452452,0.142642,0.345247,-0.304493,0.252791,0.147189,7.70372e-34,-4.44089e-19,-1.09802e-16,
132,-6.12002,-37.3954,13.791,49.8795,-2.28474,4.65628,1.4507,1.22208,-31.0269,2.15777,34.1421,0.219728,1.18413,0.000388548,-0.113917,0.292001,0.0863453,-2.37683,-0.0711834,1.47008,0.0367888,0.8,0.02,0,-0.0696354,-0.0500217,0.134655,0.344094,-0.292396,0.247957,0.145912,-4.44089e-19,-4.44089e-19,2.01304e-16,
133,-5.5653,-37.5827,13.1534,49.7717,-2.20108,4.62839,1.44577,1.22208,-31.0269,2.15777,34.1421,0.219728,1.18413,0.000388548,-0.114167,0.291785,0.0868563,-2.37545,-0.0723129,1.47107,0.0373701,0.8,0.02,0,-0.0624139,-0.0540432,0.127747,0.343115,-0.282377,0.245132,0.145309,-4.44089e-19,-4.44089e-19,2.19605e-16,
134,-5.08567,-37.7389,12.5986,49.6728,-2.12698,4.5994,1.44207,1.22208,-31.0269,2.15777,34.1421,0.219728,1.18413,0.000388548,-0.114392,0.291555,0.0873434,-2.37408,-0.0734079,1.47204,0.0379496,0.8,0.02,0,-0.0562991,-0.0574785,0.121757,0.342319,-0.273747,0.242878,0.144884,-4.44089e-19,-8.88178e-19,2.65356e-16,
135,-4.66698,-37.8699,12.1108,49.5812,-2.06122,4.57005,1.43882,1.22208,-31.0269,2.15777,34.1421,0.219728,1.18413,0.000388548,-0.114596,0.291313,0.0878094,-2.37272,-0.0744726,1.473,0.0385279,0.8,0.02,0,-0.0510629,-0.0604336,0.116504,0.341651,-0.266167,0.240772,0.144566,4.44089e-19,-4.44089e-19,1.00652e-16,
136,-4.29845,-37.98,11.6783,49.4956,-2.00286,4.54061,1.43532,1.22208,-31.0269,2.15777,34.1421,0.219728,1.18413,0.000388548,-0.114782,0.291061,0.0882568,-2.37135,-0.0755104,1.47395,0.039105,0.8,0.02,0,-0.0465358,-0.0629841,0.11185,0.341064,-0.259447,0.238678,0.144288,4.44089e-19,-4.44089e-19,9.15019e-18,
137,-3.9717,-38.0729,11.2916,49.415,-1.95116,4.51119,1.43091,1.22208,-31.0269,2.15777,34.1421,0.219728,1.18413,0.000388548,-0.114953,0.290801,0.0886875,-2.36999,-0.0765242,1.4749,0.0396809,0.8,0.02,0,-0.0425894,-0.0651882,0.10769,0.340522,-0.253471,0.236546,0.143984,4.44089e-19,-4.44089e-19,2.74506e-17,
138,-3.68014,-38.1511,10.9437,49.3388,-1.90556,4.48184,1.42503,1.22208,-31.0269,2.15777,34.1421,0.219728,1.18413,0.000388548,-0.115109,0.290532,0.0891033,-2.36863,-0.0775169,1.47584,0.0402553,0.8,0.02,0,-0.0391244,-0.0670925,0.103941,0.340003,-0.24816,0.234358,0.143589,7.70372e-34,-4.44089e-19,3.66008e-17,
139,-3.41847,-38.2168,10.6286,49.2663,-1.86545,4.45276,1.41746,1.22208,-31.0269,2.15777,34.1421,0.219728,1.18413,0.000388548,-0.115254,0.290257,0.0895055,-2.36727,-0.0784907,1.47677,0.0408275,0.8,0.02,0,-0.0360627,-0.0687357,0.100539,0.339493,-0.243459,0.232107,0.143049,-4.44089e-19,-4.44089e-19,8.23517e-17,
140,-3.40444,-38.4375,10.6363,49.2823,-1.75651,4.23854,1.27472,1.16217,-30.8403,2.09542,34.0106,0.242378,1.13298,0.000229781,-0.115387,0.289977,0.0898952,-2.36592,-0.079448,1.47769,0.0413969,0.8,0.02,0,-0.0333416,-0.0701499,0.0974348,0.338981,-0.239312,0.229801,0.142339,7.70372e-34,0,1.09802e-16,
