initial rollout ,optimisation 1,optimisation 2,optimisation 3,optimisation 4,
3.23205,3.0137,1.85063,1.79629,1.77744,
3.23641,3.0167,1.8533,1.79733,1.77839,
3.24077,3.01934,1.85599,1.79836,1.77934,
3.24513,3.02171,1.85868,1.7994,1.78028,
3.24948,3.02391,1.86138,1.80044,1.78122,
3.25384,3.02601,1.86407,1.80147,1.78216,
3.25819,3.02805,1.86677,1.80251,1.7831,
3.26254,3.03004,1.86948,1.80355,1.78403,
3.26688,3.032,1.87218,1.80458,1.78497,
3.27123,3.03393,1.87358,1.8064,1.78589,
3.27557,3.03584,1.87501,1.80844,1.78682,
3.27991,3.03774,1.87645,1.81055,1.78774,
3.28424,3.03962,1.87789,1.81268,1.78867,
3.28858,3.0415,1.87933,1.81484,1.78959,
3.29291,3.04336,1.88077,1.81701,1.79051,
3.29724,3.04521,1.88221,1.81921,1.79142,
3.30156,3.04705,1.88365,1.82141,1.79234,
3.30589,3.04888,1.88509,1.82364,1.79325,
3.31021,3.05071,1.88653,1.82589,1.79416,
3.31453,3.05253,1.88791,1.82707,1.79594,
3.31885,3.05434,1.88928,1.82828,1.79796,
3.32317,3.05614,1.89064,1.82948,1.80004,
3.32748,3.05794,1.89201,1.83066,1.80213,
3.33179,3.05973,1.89337,1.83184,1.80424,
3.3361,3.06151,1.89473,1.83301,1.80635,
3.34041,3.06329,1.89609,1.83417,1.80846,
3.34471,3.06506,1.89745,1.83532,1.81058,
3.34901,3.06683,1.89881,1.83647,1.8127,
3.35331,3.06858,1.90016,1.83761,1.81483,
3.35761,3.07034,1.9015,1.83869,1.81587,
3.36191,3.07208,1.90284,1.83976,1.81692,
3.3662,3.07382,1.90418,1.84083,1.81795,
3.37049,3.07556,1.90551,1.84189,1.81898,
3.37478,3.07728,1.90684,1.84295,1.82,
3.37907,3.07901,1.90817,1.84401,1.82102,
3.38335,3.08072,1.9095,1.84507,1.82204,
3.38764,3.08243,1.91083,1.84613,1.82306,
3.39192,3.08414,1.91216,1.84718,1.82407,
3.3962,3.08584,1.91348,1.84823,1.82508,
3.40047,3.08753,1.9148,1.84926,1.82603,
3.40475,3.08922,1.91611,1.8503,1.82697,
3.40902,3.0909,1.91743,1.85133,1.8279,
3.41329,3.09258,1.91874,1.85235,1.82884,
3.41756,3.09425,1.92005,1.85338,1.82977,
3.42183,3.09592,1.92136,1.8544,1.8307,
3.42609,3.09758,1.92266,1.85542,1.83163,
3.43035,3.09923,1.92397,1.85644,1.83255,
3.43461,3.10088,1.92527,1.85745,1.83347,
3.43887,3.10253,1.92658,1.85847,1.83439,
3.44313,3.10417,1.92787,1.85947,1.8353,
3.44738,3.1058,1.92917,1.86048,1.8362,
3.45163,3.10743,1.93046,1.86148,1.83709,
3.45588,3.10906,1.93176,1.86248,1.83799,
3.46013,3.11068,1.93305,1.86348,1.83888,
3.46437,3.11229,1.93434,1.86447,1.83977,
3.46862,3.1139,1.93563,1.86547,1.84066,
3.47286,3.11551,1.93692,1.86646,1.84155,
3.4771,3.11711,1.9382,1.86745,1.84243,
3.48134,3.1187,1.93949,1.86843,1.84331,
3.48558,3.12029,1.94077,1.86942,1.84419,
3.48981,3.12188,1.94205,1.8704,1.84506,
3.49404,3.12346,1.94332,1.87138,1.84593,
3.49827,3.12504,1.9446,1.87235,1.84679,
3.5025,3.12661,1.94588,1.87333,1.84766,
3.50673,3.12817,1.94715,1.8743,1.84852,
3.51095,3.12974,1.94842,1.87527,1.84938,
3.51517,3.13129,1.94969,1.87624,1.85024,
3.51939,3.13285,1.95096,1.87721,1.85109,
3.52361,3.1344,1.95223,1.87817,1.85195,
3.52783,3.13594,1.95349,1.87913,1.8528,
3.53205,3.13748,1.95476,1.88009,1.85364,
3.53626,3.13902,1.95602,1.88105,1.85449,
3.54047,3.14055,1.95728,1.88201,1.85533,
3.54468,3.14207,1.95853,1.88296,1.85617,
3.54889,3.1436,1.95979,1.88391,1.85701,
3.55309,3.14511,1.96105,1.88486,1.85785,
3.5573,3.14663,1.9623,1.88581,1.85868,
3.5615,3.14814,1.96355,1.88675,1.85951,
3.5657,3.14964,1.96481,1.8877,1.86035,
3.5699,3.15114,1.96605,1.88864,1.86117,
3.5741,3.15264,1.9673,1.88958,1.862,
3.57829,3.15414,1.96854,1.89052,1.86282,
3.58248,3.15563,1.96979,1.89145,1.86364,
3.58667,3.15711,1.97103,1.89238,1.86446,
3.59086,3.15859,1.97227,1.89332,1.86528,
3.59505,3.16007,1.97351,1.89425,1.86609,
3.59924,3.16154,1.97475,1.89517,1.86691,
3.60342,3.16301,1.97598,1.8961,1.86772,
3.60761,3.16448,1.97722,1.89702,1.86853,
3.61179,3.16594,1.97845,1.89795,1.86933,
3.61597,3.1674,1.97968,1.89887,1.87014,
3.62014,3.16886,1.98091,1.89978,1.87094,
3.62432,3.17031,1.98214,1.9007,1.87174,
3.62849,3.17176,1.98336,1.90161,1.87254,
3.63266,3.1732,1.98459,1.90253,1.87334,
3.63683,3.17464,1.98581,1.90344,1.87413,
3.641,3.17608,1.98703,1.90435,1.87492,
3.64517,3.17751,1.98825,1.90525,1.87571,
3.64934,3.17894,1.98947,1.90616,1.8765,
3.6535,3.18037,1.99068,1.90706,1.87729,
3.65766,3.18179,1.9919,1.90796,1.87808,
3.66182,3.18321,1.99311,1.90886,1.87886,
3.66598,3.18463,1.99432,1.90976,1.87964,
3.67014,3.18604,1.99553,1.91066,1.88042,
3.67429,3.18746,1.99674,1.91155,1.8812,
3.67845,3.18886,1.99795,1.91244,1.88197,
3.6826,3.19027,1.99915,1.91333,1.88275,
3.68675,3.19167,2.00035,1.91422,1.88352,
3.6909,3.19306,2.00156,1.91511,1.88429,
3.69505,3.19446,2.00276,1.91599,1.88506,
3.69919,3.19585,2.00395,1.91688,1.88582,
3.70334,3.19724,2.00515,1.91776,1.88659,
3.70748,3.19862,2.00634,1.91864,1.88735,
3.71162,3.2,2.00754,1.91952,1.88811,
3.71576,3.20138,2.00873,1.92039,1.88887,
3.7199,3.20276,2.00992,1.92127,1.88962,
3.72403,3.20413,2.01111,1.92214,1.89038,
3.72817,3.2055,2.0123,1.92301,1.89113,
3.7323,3.20687,2.01348,1.92388,1.89189,
3.73643,3.20823,2.01466,1.92475,1.89263,
3.74056,3.20959,2.01585,1.92561,1.89338,
3.74469,3.21095,2.01703,1.92648,1.89413,
3.74882,3.21231,2.0182,1.92734,1.89487,
3.75294,3.21366,2.01938,1.9282,1.89562,
3.75707,3.21501,2.02056,1.92906,1.89636,
3.76119,3.21636,2.02173,1.92991,1.8971,
3.76531,3.2177,2.0229,1.93077,1.89783,
3.76943,3.21904,2.02407,1.93162,1.89857,
3.77355,3.22038,2.02524,1.93247,1.8993,
3.77766,3.22172,2.02641,1.93332,1.90003,
3.78178,3.22306,2.02758,1.93417,1.90076,
3.78589,3.22439,2.02874,1.93502,1.90149,
3.79,3.22572,2.0299,1.93587,1.90222,
3.79411,3.22704,2.03107,1.93671,1.90295,
3.79822,3.22837,2.03222,1.93755,1.90367,
3.80233,3.22969,2.03338,1.93839,1.90439,
3.80644,3.23101,2.03454,1.93923,1.90511,
3.81054,3.23233,2.0357,1.94007,1.90583,
3.81464,3.23364,2.03685,1.9409,1.90655,
3.81874,3.23495,2.038,1.94173,1.90726,
3.82284,3.23626,2.03915,1.94257,1.90797,
3.82694,3.23757,2.0403,1.9434,1.90869,
3.83104,3.23888,2.04145,1.94423,1.9094,
3.83514,3.24018,2.04259,1.94505,1.9101,
3.83923,3.24148,2.04374,1.94588,1.91081,
3.84332,3.24278,2.04488,1.9467,1.91152,
3.84741,3.24408,2.04602,1.94753,1.91222,
3.8515,3.24537,2.04716,1.94835,1.91292,
3.85559,3.24667,2.0483,1.94917,1.91362,
3.85968,3.24796,2.04944,1.94998,1.91432,
3.86377,3.24924,2.05057,1.9508,1.91502,
3.86785,3.25053,2.0517,1.95161,1.91572,
3.87193,3.25182,2.05283,1.95243,1.91641,
3.87602,3.2531,2.05396,1.95324,1.9171,
3.8801,3.25438,2.05509,1.95405,1.91779,
3.88418,3.25566,2.05622,1.95486,1.91848,
3.88825,3.25693,2.05734,1.95566,1.91917,
3.89233,3.25821,2.05847,1.95647,1.91986,
3.89641,3.25948,2.05959,1.95727,1.92054,
3.90048,3.26075,2.06071,1.95807,1.92123,
3.90455,3.26202,2.06183,1.95888,1.92191,
3.90862,3.26329,2.06294,1.95967,1.92259,
3.91269,3.26455,2.06406,1.96047,1.92327,
3.91676,3.26582,2.06517,1.96127,1.92395,
3.92083,3.26708,2.06628,1.96206,1.92462,
3.92489,3.26834,2.06739,1.96285,1.9253,
3.92896,3.26959,2.0685,1.96364,1.92597,
3.93302,3.27085,2.06961,1.96443,1.92664,
3.93708,3.27211,2.07072,1.96522,1.92731,
3.94114,3.27336,2.07182,1.96601,1.92798,
3.9452,3.27461,2.07292,1.96679,1.92864,
3.94926,3.27586,2.07402,1.96758,1.92931,
3.95332,3.27711,2.07512,1.96836,1.92997,
3.95737,3.27835,2.07622,1.96914,1.93063,
3.96143,3.2796,2.07732,1.96992,1.93129,
3.96548,3.28084,2.07841,1.97069,1.93195,
3.96953,3.28208,2.0795,1.97147,1.93261,
3.97358,3.28332,2.0806,1.97224,1.93327,
3.97763,3.28456,2.08169,1.97301,1.93392,
3.98168,3.2858,2.08278,1.97379,1.93458,
3.98573,3.28703,2.08386,1.97456,1.93523,
3.98977,3.28827,2.08495,1.97532,1.93588,
3.99381,3.2895,2.08603,1.97609,1.93652,
3.99786,3.29073,2.08712,1.97686,1.93717,
4.0019,3.29196,2.0882,1.97762,1.93782,
4.00594,3.29319,2.08928,1.97838,1.93846,
4.00998,3.29442,2.09036,1.97914,1.9391,
4.01402,3.29564,2.09143,1.9799,1.93974,
4.01805,3.29687,2.09251,1.98066,1.94038,
4.02209,3.29809,2.09358,1.98141,1.94102,
4.02612,3.29931,2.09465,1.98217,1.94166,
4.03016,3.30053,2.09572,1.98292,1.94229,
4.03419,3.30175,2.09679,1.98368,1.94293,
4.03822,3.30297,2.09786,1.98443,1.94356,
4.04225,3.30419,2.09893,1.98518,1.94419,
4.04628,3.3054,2.09999,1.98593,1.94482,
4.05031,3.30662,2.10105,1.98667,1.94545,
4.05433,3.30783,2.10211,1.98742,1.94608,
4.05836,3.30904,2.10317,1.98816,1.9467,
4.06238,3.31026,2.10423,1.98891,1.94733,
4.0664,3.31147,2.10529,1.98965,1.94795,
4.07043,3.31268,2.10634,1.99039,1.94857,
4.07445,3.31388,2.10739,1.99113,1.94919,
4.07847,3.31509,2.10845,1.99186,1.94981,
4.08248,3.3163,2.1095,1.9926,1.95043,
4.0865,3.3175,2.11054,1.99333,1.95104,
4.09052,3.31871,2.11159,1.99407,1.95166,
4.09453,3.31991,2.11264,1.9948,1.95227,
4.09854,3.32111,2.11368,1.99553,1.95289,
4.10256,3.32231,2.11472,1.99626,1.9535,
4.10657,3.32351,2.11576,1.99699,1.95411,
4.11058,3.32471,2.1168,1.99771,1.95471,
4.11459,3.32591,2.11784,1.99844,1.95532,
4.1186,3.32711,2.11888,1.99916,1.95593,
4.1226,3.32831,2.11991,1.99988,1.95653,
4.12661,3.3295,2.12094,2.00061,1.95714,
4.13061,3.3307,2.12198,2.00133,1.95774,
4.13462,3.33189,2.12301,2.00204,1.95834,
4.13862,3.33309,2.12403,2.00276,1.95894,
4.14262,3.33428,2.12506,2.00348,1.95953,
4.14662,3.33547,2.12609,2.00419,1.96013,
4.15062,3.33666,2.12711,2.0049,1.96073,
4.15462,3.33786,2.12813,2.00562,1.96132,
4.15862,3.33905,2.12915,2.00633,1.96191,
4.16261,3.34023,2.13017,2.00704,1.96251,
4.16661,3.34142,2.13119,2.00774,1.9631,
4.1706,3.34261,2.13221,2.00845,1.96368,
4.1746,3.3438,2.13322,2.00916,1.96427,
4.17859,3.34499,2.13424,2.00986,1.96486,
4.18258,3.34617,2.13525,2.01056,1.96544,
4.18657,3.34736,2.13626,2.01127,1.96603,
4.19056,3.34854,2.13727,2.01197,1.96661,
4.19455,3.34973,2.13827,2.01266,1.96719,
4.19854,3.35091,2.13928,2.01336,1.96777,
4.20252,3.3521,2.14028,2.01406,1.96835,
4.20651,3.35328,2.14129,2.01475,1.96893,
4.21049,3.35446,2.14229,2.01545,1.96951,
4.21447,3.35564,2.14329,2.01614,1.97008,
4.21846,3.35682,2.14429,2.01683,1.97066,
4.22244,3.35801,2.14528,2.01752,1.97123,
4.22642,3.35919,2.14628,2.01821,1.9718,
4.2304,3.36037,2.14727,2.0189,1.97237,
4.23437,3.36155,2.14826,2.01958,1.97294,
4.23835,3.36273,2.14925,2.02027,1.97351,
4.24233,3.3639,2.15024,2.02095,1.97407,
4.2463,3.36508,2.15123,2.02163,1.97464,
4.25028,3.36626,2.15222,2.02232,1.9752,
4.25425,3.36744,2.1532,2.023,1.97577,
4.25822,3.36862,2.15419,2.02367,1.97633,
4.26219,3.36979,2.15517,2.02435,1.97689,
4.26616,3.37097,2.15615,2.02503,1.97745,
4.27013,3.37215,2.15713,2.0257,1.97801,
4.2741,3.37332,2.15811,2.02638,1.97856,
4.27807,3.3745,2.15908,2.02705,1.97912,
4.28203,3.37568,2.16006,2.02772,1.97967,
4.286,3.37685,2.16103,2.02839,1.98023,
4.28996,3.37803,2.162,2.02906,1.98078,
4.29393,3.3792,2.16297,2.02973,1.98133,
4.29789,3.38038,2.16394,2.03039,1.98188,
4.30185,3.38155,2.16491,2.03106,1.98243,
4.30581,3.38273,2.16588,2.03172,1.98298,
4.30977,3.3839,2.16684,2.03239,1.98352,
4.31373,3.38508,2.16781,2.03305,1.98407,
4.31769,3.38625,2.16877,2.03371,1.98461,
4.32165,3.38743,2.16973,2.03437,1.98516,
4.32561,3.3886,2.17069,2.03503,1.9857,
4.32956,3.38977,2.17165,2.03568,1.98624,
4.33352,3.39095,2.1726,2.03634,1.98678,
4.33747,3.39212,2.17356,2.03699,1.98732,
4.34142,3.3933,2.17451,2.03765,1.98786,
4.34537,3.39447,2.17546,2.0383,1.98839,
4.34933,3.39564,2.17641,2.03895,1.98893,
4.35328,3.39682,2.17736,2.0396,1.98946,
4.35723,3.39799,2.17831,2.04025,1.98999,
4.36117,3.39916,2.17926,2.0409,1.99053,
4.36512,3.40034,2.1802,2.04155,1.99106,
4.36907,3.40151,2.18115,2.04219,1.99159,
4.37301,3.40268,2.18209,2.04284,1.99211,
4.37696,3.40385,2.18303,2.04348,1.99264,
4.3809,3.40503,2.18397,2.04412,1.99317,
4.38485,3.4062,2.18491,2.04476,1.99369,
4.38879,3.40737,2.18585,2.0454,1.99422,
4.39273,3.40855,2.18678,2.04604,1.99474,
4.39667,3.40972,2.18772,2.04668,1.99526,
4.40061,3.41089,2.18865,2.04731,1.99578,
4.40455,3.41207,2.18958,2.04795,1.9963,
4.40849,3.41324,2.19051,2.04858,1.99682,
4.41243,3.41441,2.19144,2.04921,1.99734,
4.41636,3.41558,2.19237,2.04985,1.99786,
4.4203,3.41676,2.19329,2.05048,1.99837,
4.42423,3.41793,2.19422,2.05111,1.99889,
4.42817,3.4191,2.19514,2.05174,1.9994,
4.4321,3.42028,2.19606,2.05236,1.99991,
4.43604,3.42145,2.19698,2.05299,2.00042,
4.43997,3.42263,2.1979,2.05362,2.00093,
4.4439,3.4238,2.19882,2.05424,2.00144,
4.44783,3.42497,2.19974,2.05487,2.00195,
4.45176,3.42615,2.20065,2.05549,2.00245,
4.45569,3.42732,2.20157,2.05611,2.00296,
4.45961,3.4285,2.20248,2.05673,2.00346,
4.46354,3.42967,2.20339,2.05735,2.00397,
4.46747,3.43085,2.2043,2.05797,2.00447,
4.47139,3.43202,2.2052,2.05858,2.00497,
4.47532,3.4332,2.20611,2.0592,2.00548,
4.47924,3.43437,2.20702,2.05982,2.00598,
4.48317,3.43555,2.20792,2.06043,2.00647,
4.48709,3.43672,2.20882,2.06104,2.00697,
4.49101,3.4379,2.20972,2.06165,2.00747,
4.49493,3.43908,2.21062,2.06226,2.00797,
4.49885,3.44025,2.21152,2.06287,2.00846,
4.50277,3.44143,2.21242,2.06348,2.00895,
4.50669,3.44261,2.21331,2.06409,2.00945,
4.51061,3.44379,2.21421,2.0647,2.00994,
4.51452,3.44496,2.2151,2.0653,2.01043,
4.51844,3.44614,2.21599,2.06591,2.01092,
4.52236,3.44732,2.21688,2.06651,2.01141,
4.52627,3.4485,2.21777,2.06711,2.0119,
4.53019,3.44968,2.21866,2.06771,2.01238,
4.5341,3.45086,2.21954,2.06831,2.01287,
4.53801,3.45204,2.22043,2.06891,2.01335,
4.54192,3.45322,2.22131,2.06951,2.01384,
4.54584,3.4544,2.22219,2.07011,2.01432,
4.54975,3.45558,2.22307,2.0707,2.0148,
4.55366,3.45676,2.22395,2.0713,2.01528,
4.55757,3.45794,2.22483,2.07189,2.01576,
4.56147,3.45913,2.22571,2.07248,2.01624,
4.56538,3.46031,2.22658,2.07308,2.01672,
4.56929,3.46149,2.22746,2.07367,2.0172,
4.5732,3.46268,2.22833,2.07426,2.01767,
4.5771,3.46386,2.2292,2.07485,2.01815,
4.58101,3.46504,2.23007,2.07543,2.01862,
4.58491,3.46623,2.23094,2.07602,2.01909,
4.58881,3.46741,2.23181,2.07661,2.01957,
4.59272,3.4686,2.23267,2.07719,2.02004,
4.59662,3.46979,2.23354,2.07778,2.02051,
4.60052,3.47097,2.2344,2.07836,2.02098,
4.60442,3.47216,2.23527,2.07894,2.02144,
4.60832,3.47335,2.23613,2.07952,2.02191,
4.61222,3.47453,2.23699,2.0801,2.02238,
4.61612,3.47572,2.23784,2.08068,2.02284,
4.62002,3.47691,2.2387,2.08126,2.02331,
4.62392,3.4781,2.23956,2.08184,2.02377,
4.62781,3.47929,2.24041,2.08241,2.02423,
4.63171,3.48048,2.24127,2.08299,2.0247,
4.63561,3.48167,2.24212,2.08356,2.02516,
4.6395,3.48287,2.24297,2.08413,2.02562,
4.6434,3.48406,2.24382,2.08471,2.02608,
4.64729,3.48525,2.24467,2.08528,2.02653,
4.65118,3.48645,2.24551,2.08585,2.02699,
4.65508,3.48764,2.24636,2.08642,2.02745,
4.65897,3.48883,2.2472,2.08699,2.0279,
4.66286,3.49003,2.24805,2.08755,2.02836,
4.66675,3.49123,2.24889,2.08812,2.02881,
4.67064,3.49242,2.24973,2.08868,2.02926,
4.67453,3.49362,2.25057,2.08925,2.02972,
4.67842,3.49482,2.25141,2.08981,2.03017,
4.68231,3.49602,2.25224,2.09037,2.03062,
4.68619,3.49721,2.25308,2.09094,2.03107,
4.69008,3.49841,2.25391,2.0915,2.03151,
4.69397,3.49961,2.25475,2.09206,2.03196,
4.69785,3.50082,2.25558,2.09262,2.03241,
4.70174,3.50202,2.25641,2.09317,2.03285,
4.70562,3.50322,2.25724,2.09373,2.0333,
4.70951,3.50442,2.25807,2.09429,2.03374,
4.71339,3.50563,2.2589,2.09484,2.03418,
4.71727,3.50683,2.25972,2.0954,2.03463,
4.72115,3.50804,2.26055,2.09595,2.03507,
4.72504,3.50924,2.26137,2.0965,2.03551,
4.72892,3.51045,2.26219,2.09705,2.03595,
4.7328,3.51165,2.26301,2.0976,2.03638,
4.73668,3.51286,2.26383,2.09815,2.03682,
4.74056,3.51407,2.26465,2.0987,2.03726,
4.74443,3.51528,2.26547,2.09925,2.03769,
4.74831,3.51649,2.26628,2.09979,2.03813,
4.75219,3.5177,2.2671,2.10034,2.03856,
4.75607,3.51891,2.26791,2.10089,2.039,
4.75994,3.52012,2.26872,2.10143,2.03943,
4.76382,3.52133,2.26954,2.10197,2.03986,
4.7677,3.52255,2.27035,2.10251,2.04029,
4.77157,3.52376,2.27115,2.10305,2.04072,
4.77544,3.52497,2.27196,2.10359,2.04115,
4.77932,3.52619,2.27277,2.10413,2.04158,
4.78319,3.5274,2.27357,2.10467,2.042,
4.78706,3.52862,2.27438,2.10521,2.04243,
4.79094,3.52984,2.27518,2.10574,2.04286,
4.79481,3.53105,2.27598,2.10628,2.04328,
4.79868,3.53227,2.27678,2.10681,2.04371,
4.80255,3.53349,2.27758,2.10735,2.04413,
4.80642,3.53471,2.27838,2.10788,2.04455,
4.81029,3.53593,2.27918,2.10841,2.04497,
4.81416,3.53715,2.27997,2.10894,2.04539,
4.81802,3.53837,2.28077,2.10947,2.04581,
4.82189,3.53959,2.28156,2.11,2.04623,
4.82576,3.54081,2.28235,2.11053,2.04665,
4.82963,3.54204,2.28314,2.11106,2.04706,
4.83349,3.54326,2.28393,2.11159,2.04748,
4.83736,3.54448,2.28472,2.11211,2.04789,
4.84122,3.54571,2.28551,2.11264,2.04831,
4.84509,3.54693,2.2863,2.11316,2.04872,
4.84895,3.54816,2.28708,2.11369,2.04914,
4.85282,3.54939,2.28786,2.11421,2.04955,
4.85668,3.55062,2.28865,2.11473,2.04996,
4.86054,3.55184,2.28943,2.11525,2.05037,
4.8644,3.55307,2.29021,2.11577,2.05078,
4.86827,3.5543,2.29099,2.11629,2.05119,
4.87213,3.55553,2.29176,2.11681,2.0516,
4.87599,3.55677,2.29254,2.11732,2.05201,
4.87985,3.558,2.29332,2.11784,2.05241,
4.88371,3.55923,2.29409,2.11836,2.05282,
4.88757,3.56047,2.29486,2.11887,2.05322,
4.89143,3.5617,2.29564,2.11939,2.05363,
4.89529,3.56294,2.29641,2.1199,2.05403,
4.89914,3.56417,2.29718,2.12041,2.05443,
4.903,3.56541,2.29795,2.12092,2.05483,
4.90686,3.56665,2.29871,2.12143,2.05524,
4.91071,3.56788,2.29948,2.12194,2.05564,
4.91457,3.56912,2.30024,2.12245,2.05604,
4.91843,3.57036,2.30101,2.12296,2.05643,
4.92228,3.5716,2.30177,2.12347,2.05683,
4.92614,3.57285,2.30253,2.12397,2.05723,
4.92999,3.57409,2.3033,2.12448,2.05763,
4.93384,3.57533,2.30406,2.12498,2.05802,
4.9377,3.57658,2.30481,2.12549,2.05842,
4.94155,3.57782,2.30557,2.12599,2.05881,
4.9454,3.57907,2.30633,2.12649,2.0592,
4.94925,3.58031,2.30708,2.12699,2.0596,
4.95311,3.58156,2.30784,2.12749,2.05999,
4.95696,3.58281,2.30859,2.12799,2.06038,
4.96081,3.58406,2.30934,2.12849,2.06077,
4.96466,3.5853,2.31009,2.12899,2.06116,
4.96851,3.58656,2.31084,2.12949,2.06155,
4.97236,3.58781,2.31159,2.12999,2.06193,
4.97621,3.58906,2.31234,2.13048,2.06232,
4.98006,3.59031,2.31309,2.13098,2.06271,
4.9839,3.59156,2.31383,2.13147,2.06309,
4.98775,3.59282,2.31458,2.13197,2.06348,
4.9916,3.59407,2.31532,2.13246,2.06386,
4.99545,3.59533,2.31606,2.13295,2.06425,
4.99929,3.59659,2.3168,2.13344,2.06463,
5.00314,3.59785,2.31754,2.13393,2.06501,
5.00699,3.5991,2.31828,2.13442,2.06539,
5.01083,3.60036,2.31902,2.13491,2.06577,
5.01468,3.60162,2.31976,2.1354,2.06615,
5.01852,3.60288,2.32049,2.13589,2.06653,
5.02236,3.60415,2.32123,2.13637,2.06691,
5.02621,3.60541,2.32196,2.13686,2.06729,
5.03005,3.60667,2.3227,2.13734,2.06767,
5.03389,3.60794,2.32343,2.13783,2.06804,
5.03774,3.6092,2.32416,2.13831,2.06842,
5.04158,3.61047,2.32489,2.1388,2.06879,
5.04542,3.61174,2.32562,2.13928,2.06917,
5.04926,3.613,2.32634,2.13976,2.06954,
5.0531,3.61427,2.32707,2.14024,2.06991,
5.05695,3.61554,2.3278,2.14072,2.07029,
5.06079,3.61681,2.32852,2.1412,2.07066,
5.06463,3.61809,2.32924,2.14168,2.07103,
5.06847,3.61936,2.32997,2.14215,2.0714,
5.0723,3.62063,2.33069,2.14263,2.07177,
5.07614,3.62191,2.33141,2.14311,2.07214,
5.07998,3.62318,2.33213,2.14358,2.0725,
5.08382,3.62446,2.33285,2.14406,2.07287,
5.08766,3.62573,2.33356,2.14453,2.07324,
5.0915,3.62701,2.33428,2.145,2.0736,
5.09533,3.62829,2.335,2.14547,2.07397,
5.09917,3.62957,2.33571,2.14595,2.07433,
5.10301,3.63085,2.33642,2.14642,2.0747,
5.10684,3.63213,2.33714,2.14689,2.07506,
5.11068,3.63341,2.33785,2.14736,2.07542,
5.11451,3.6347,2.33856,2.14782,2.07578,
5.11835,3.63598,2.33927,2.14829,2.07614,
5.12218,3.63727,2.33997,2.14876,2.0765,
5.12602,3.63855,2.34068,2.14923,2.07686,
5.12985,3.63984,2.34139,2.14969,2.07722,
5.13369,3.64113,2.34209,2.15016,2.07758,
5.13752,3.64241,2.3428,2.15062,2.07794,
5.14135,3.6437,2.3435,2.15108,2.07829,
5.14519,3.64499,2.3442,2.15154,2.07865,
5.14902,3.64628,2.34491,2.15201,2.07901,
5.15285,3.64758,2.34561,2.15247,2.07936,
5.15668,3.64887,2.34631,2.15293,2.07971,
5.16052,3.65016,2.347,2.15339,2.08007,
5.16435,3.65146,2.3477,2.15385,2.08042,
5.16818,3.65275,2.3484,2.1543,2.08077,
5.17201,3.65405,2.3491,2.15476,2.08112,
5.17584,3.65534,2.34979,2.15522,2.08147,
5.17967,3.65664,2.35049,2.15567,2.08182,
5.1835,3.65794,2.35118,2.15613,2.08217,
5.18733,3.65924,2.35187,2.15658,2.08252,
5.19116,3.66054,2.35256,2.15704,2.08287,
5.19499,3.66184,2.35325,2.15749,2.08322,
5.19881,3.66314,2.35394,2.15794,2.08357,
5.20264,3.66444,2.35463,2.15839,2.08391,
5.20647,3.66575,2.35532,2.15884,2.08426,
5.2103,3.66705,2.356,2.15929,2.0846,
5.21413,3.66836,2.35669,2.15974,2.08494,
5.21795,3.66966,2.35737,2.16019,2.08529,
5.22178,3.67097,2.35806,2.16064,2.08563,
5.22561,3.67228,2.35874,2.16109,2.08597,
5.22943,3.67359,2.35942,2.16154,2.08631,
5.23326,3.67489,2.3601,2.16198,2.08665,
5.23709,3.6762,2.36078,2.16243,2.08699,
5.24091,3.67751,2.36146,2.16287,2.08733,
5.24474,3.67883,2.36214,2.16332,2.08767,
5.24856,3.68014,2.36281,2.16376,2.08801,
5.25239,3.68145,2.36349,2.16421,2.08835,
5.25621,3.68277,2.36417,2.16465,2.08869,
5.26004,3.68408,2.36484,2.16509,2.08902,
5.26386,3.6854,2.36551,2.16553,2.08936,
5.26768,3.68671,2.36618,2.16597,2.0897,
5.27151,3.68803,2.36686,2.16641,2.09003,
5.27533,3.68935,2.36753,2.16685,2.09037,
5.27915,3.69067,2.36819,2.16729,2.0907,
5.28298,3.69199,2.36886,2.16772,2.09103,
5.2868,3.69331,2.36953,2.16816,2.09136,
5.29062,3.69463,2.3702,2.1686,2.0917,
5.29444,3.69595,2.37086,2.16903,2.09203,
5.29827,3.69728,2.37153,2.16947,2.09236,
5.30209,3.6986,2.37219,2.1699,2.09269,
5.30591,3.69993,2.37285,2.17034,2.09302,
5.30973,3.70125,2.37351,2.17077,2.09334,
5.31355,3.70258,2.37418,2.1712,2.09367,
5.31737,3.70391,2.37484,2.17163,2.094,
5.32119,3.70523,2.37549,2.17206,2.09433,
5.32501,3.70656,2.37615,2.17249,2.09465,
5.32883,3.70789,2.37681,2.17292,2.09498,
5.33265,3.70922,2.37747,2.17335,2.0953,
5.33647,3.71056,2.37812,2.17378,2.09563,
5.34029,3.71189,2.37878,2.17421,2.09595,
5.34411,3.71322,2.37943,2.17463,2.09628,
5.34793,3.71456,2.38008,2.17506,2.0966,
5.35175,3.71589,2.38073,2.17549,2.09692,
5.35557,3.71723,2.38138,2.17591,2.09724,
5.35939,3.71856,2.38203,2.17634,2.09756,
5.36321,3.7199,2.38268,2.17676,2.09788,
5.36702,3.72124,2.38333,2.17718,2.0982,
5.37084,3.72258,2.38398,2.1776,2.09852,
5.37466,3.72392,2.38462,2.17803,2.09884,
