initial rollout ,optimisation 1,optimisation 2,optimisation 3,optimisation 4,
5.37848,3.72526,2.38527,2.17845,2.09916,
5.3823,3.7266,2.38591,2.17887,2.09948,
5.38611,3.72795,2.38656,2.17929,2.09979,
5.38993,3.72929,2.3872,2.17971,2.10011,
5.39375,3.73063,2.38784,2.18012,2.10042,
5.39756,3.73198,2.38848,2.18054,2.10074,
5.40138,3.73332,2.38912,2.18096,2.10105,
5.4052,3.73467,2.38976,2.18137,2.10137,
5.40901,3.73602,2.3904,2.18179,2.10168,
5.41283,3.73737,2.39103,2.18221,2.10199,
5.41664,3.73872,2.39167,2.18262,2.1023,
5.42046,3.74007,2.39231,2.18303,2.10262,
5.42427,3.74142,2.39294,2.18345,2.10293,
5.42809,3.74277,2.39358,2.18386,2.10324,
5.43191,3.74413,2.39421,2.18427,2.10355,
5.43572,3.74548,2.39484,2.18468,2.10386,
5.43953,3.74683,2.39547,2.18509,2.10416,
5.44335,3.74819,2.3961,2.1855,2.10447,
5.44716,3.74955,2.39673,2.18591,2.10478,
5.45098,3.7509,2.39736,2.18632,2.10509,
5.45479,3.75226,2.39799,2.18673,2.10539,
5.45861,3.75362,2.39862,2.18713,2.1057,
5.46242,3.75498,2.39924,2.18754,2.106,
5.46623,3.75634,2.39987,2.18795,2.10631,
5.47005,3.7577,2.40049,2.18835,2.10661,
5.47386,3.75907,2.40112,2.18876,2.10692,
5.47768,3.76043,2.40174,2.18916,2.10722,
5.48149,3.76179,2.40236,2.18957,2.10752,
5.4853,3.76316,2.40298,2.18997,2.10782,
5.48911,3.76452,2.4036,2.19037,2.10813,
5.49293,3.76589,2.40422,2.19077,2.10843,
5.49674,3.76726,2.40484,2.19117,2.10873,
5.50055,3.76863,2.40546,2.19158,2.10903,
5.50437,3.77,2.40608,2.19198,2.10932,
5.50818,3.77137,2.40669,2.19238,2.10962,
5.51199,3.77274,2.40731,2.19277,2.10992,
5.5158,3.77411,2.40793,2.19317,2.11022,
5.51961,3.77548,2.40854,2.19357,2.11052,
5.52343,3.77685,2.40915,2.19397,2.11081,
5.52724,3.77823,2.40976,2.19436,2.11111,
5.53105,3.7796,2.41038,2.19476,2.1114,
5.53486,3.78098,2.41099,2.19515,2.1117,
5.53867,3.78235,2.4116,2.19555,2.11199,
5.54248,3.78373,2.41221,2.19594,2.11229,
5.5463,3.78511,2.41282,2.19633,2.11258,
5.55011,3.78649,2.41342,2.19673,2.11287,
5.55392,3.78786,2.41403,2.19712,2.11316,
5.55773,3.78924,2.41464,2.19751,2.11346,
5.56154,3.79062,2.41524,2.1979,2.11375,
5.56535,3.792,2.41585,2.19829,2.11404,
5.56916,3.79339,2.41645,2.19868,2.11433,
5.57297,3.79477,2.41706,2.19907,2.11462,
5.57678,3.79615,2.41766,2.19946,2.11491,
5.58059,3.79753,2.41826,2.19985,2.11519,
5.5844,3.79892,2.41886,2.20023,2.11548,
5.58821,3.8003,2.41946,2.20062,2.11577,
5.59202,3.80169,2.42006,2.20101,2.11606,
5.59583,3.80308,2.42066,2.20139,2.11634,
5.59964,3.80446,2.42126,2.20178,2.11663,
5.60345,3.80585,2.42185,2.20216,2.11691,
5.60726,3.80724,2.42245,2.20255,2.1172,
5.61107,3.80863,2.42304,2.20293,2.11748,
5.61488,3.81002,2.42364,2.20331,2.11776,
5.61869,3.81141,2.42423,2.20369,2.11805,
5.6225,3.8128,2.42483,2.20408,2.11833,
5.62631,3.81419,2.42542,2.20446,2.11861,
5.63012,3.81558,2.42601,2.20484,2.11889,
5.63393,3.81697,2.4266,2.20522,2.11917,
5.63774,3.81837,2.42719,2.2056,2.11946,
5.64155,3.81976,2.42778,2.20598,2.11974,
5.64536,3.82116,2.42837,2.20635,2.12002,
5.64917,3.82255,2.42896,2.20673,2.12029,
5.65298,3.82395,2.42954,2.20711,2.12057,
5.65679,3.82535,2.43013,2.20749,2.12085,
5.6606,3.82674,2.43072,2.20786,2.12113,
5.66441,3.82814,2.4313,2.20824,2.12141,
5.66821,3.82954,2.43189,2.20861,2.12168,
5.67202,3.83094,2.43247,2.20899,2.12196,
5.67583,3.83234,2.43305,2.20936,2.12223,
5.67964,3.83374,2.43363,2.20973,2.12251,
5.68345,3.83514,2.43422,2.21011,2.12278,
5.68726,3.83655,2.4348,2.21048,2.12306,
5.69107,3.83795,2.43538,2.21085,2.12333,
5.69488,3.83935,2.43595,2.21122,2.12361,
5.69869,3.84076,2.43653,2.21159,2.12388,
5.7025,3.84216,2.43711,2.21196,2.12415,
5.7063,3.84357,2.43769,2.21233,2.12442,
5.71011,3.84497,2.43826,2.2127,2.12469,
5.71392,3.84638,2.43884,2.21307,2.12497,
5.71773,3.84779,2.43941,2.21344,2.12524,
5.72154,3.84919,2.43999,2.21381,2.12551,
5.72535,3.8506,2.44056,2.21417,2.12578,
5.72916,3.85201,2.44113,2.21454,2.12604,
5.73297,3.85342,2.4417,2.2149,2.12631,
5.73677,3.85483,2.44228,2.21527,2.12658,
5.74058,3.85624,2.44285,2.21563,2.12685,
5.74439,3.85766,2.44342,2.216,2.12712,
5.7482,3.85907,2.44398,2.21636,2.12738,
5.75201,3.86048,2.44455,2.21673,2.12765,
5.75582,3.86189,2.44512,2.21709,2.12791,
5.75963,3.86331,2.44569,2.21745,2.12818,
5.76344,3.86472,2.44625,2.21781,2.12844,
5.76724,3.86614,2.44682,2.21817,2.12871,
5.77105,3.86756,2.44738,2.21853,2.12897,
5.77486,3.86897,2.44795,2.21889,2.12924,
5.77867,3.87039,2.44851,2.21925,2.1295,
5.78248,3.87181,2.44907,2.21961,2.12976,
5.78629,3.87323,2.44964,2.21997,2.13002,
5.7901,3.87465,2.4502,2.22033,2.13029,
5.79391,3.87607,2.45076,2.22069,2.13055,
5.79771,3.87749,2.45132,2.22104,2.13081,
5.80152,3.87891,2.45188,2.2214,2.13107,
5.80533,3.88033,2.45243,2.22175,2.13133,
5.80914,3.88175,2.45299,2.22211,2.13159,
5.81295,3.88317,2.45355,2.22246,2.13185,
5.81676,3.8846,2.45411,2.22282,2.1321,
5.82057,3.88602,2.45466,2.22317,2.13236,
5.82438,3.88745,2.45522,2.22353,2.13262,
5.82819,3.88887,2.45577,2.22388,2.13288,
5.832,3.8903,2.45632,2.22423,2.13313,
5.83581,3.89172,2.45688,2.22458,2.13339,
5.83962,3.89315,2.45743,2.22493,2.13365,
5.84342,3.89458,2.45798,2.22528,2.1339,
5.84723,3.89601,2.45853,2.22563,2.13416,
5.85104,3.89744,2.45908,2.22598,2.13441,
5.85485,3.89886,2.45963,2.22633,2.13466,
5.85866,3.90029,2.46018,2.22668,2.13492,
5.86247,3.90172,2.46072,2.22703,2.13517,
5.86628,3.90316,2.46127,2.22738,2.13542,
5.87009,3.90459,2.46182,2.22772,2.13568,
5.8739,3.90602,2.46236,2.22807,2.13593,
5.87771,3.90745,2.46291,2.22841,2.13618,
5.88152,3.90889,2.46345,2.22876,2.13643,
5.88533,3.91032,2.46399,2.2291,2.13668,
5.88914,3.91175,2.46454,2.22945,2.13693,
5.89295,3.91319,2.46508,2.22979,2.13718,
5.89676,3.91462,2.46562,2.23014,2.13743,
5.90057,3.91606,2.46616,2.23048,2.13768,
5.90438,3.9175,2.4667,2.23082,2.13793,
5.90819,3.91893,2.46724,2.23116,2.13817,
5.912,3.92037,2.46778,2.2315,2.13842,
5.91581,3.92181,2.46832,2.23184,2.13867,
5.91962,3.92325,2.46885,2.23218,2.13892,
5.92344,3.92469,2.46939,2.23252,2.13916,
5.92725,3.92613,2.46993,2.23286,2.13941,
5.93106,3.92757,2.47046,2.2332,2.13965,
5.93487,3.92901,2.471,2.23354,2.1399,
5.93868,3.93045,2.47153,2.23387,2.14014,
5.94249,3.93189,2.47206,2.23421,2.14039,
5.9463,3.93333,2.4726,2.23455,2.14063,
5.95011,3.93477,2.47313,2.23488,2.14087,
5.95392,3.93621,2.47366,2.23522,2.14112,
5.95774,3.93765,2.47419,2.23555,2.14136,
5.96155,3.9391,2.47472,2.23589,2.1416,
5.96536,3.94054,2.47525,2.23622,2.14184,
5.96917,3.94198,2.47578,2.23656,2.14208,
5.97298,3.94343,2.4763,2.23689,2.14232,
5.9768,3.94487,2.47683,2.23722,2.14256,
5.98061,3.94632,2.47736,2.23755,2.1428,
5.98442,3.94776,2.47788,2.23788,2.14304,
5.98823,3.94921,2.47841,2.23822,2.14328,
5.99205,3.95066,2.47893,2.23855,2.14352,
5.99586,3.9521,2.47946,2.23888,2.14376,
5.99967,3.95355,2.47998,2.23921,2.144,
6.00348,3.955,2.4805,2.23953,2.14424,
6.0073,3.95644,2.48102,2.23986,2.14447,
6.01111,3.95789,2.48154,2.24019,2.14471,
6.01492,3.95934,2.48206,2.24052,2.14495,
6.01874,3.96079,2.48258,2.24085,2.14518,
6.02255,3.96224,2.4831,2.24117,2.14542,
6.02636,3.96369,2.48362,2.2415,2.14565,
6.03018,3.96514,2.48414,2.24182,2.14589,
6.03399,3.96659,2.48465,2.24215,2.14612,
6.03781,3.96804,2.48517,2.24247,2.14636,
6.04162,3.96949,2.48568,2.2428,2.14659,
6.04544,3.97094,2.4862,2.24312,2.14682,
6.04925,3.97239,2.48671,2.24345,2.14706,
6.05306,3.97384,2.48723,2.24377,2.14729,
6.05688,3.9753,2.48774,2.24409,2.14752,
6.06069,3.97675,2.48825,2.24441,2.14775,
6.06451,3.9782,2.48876,2.24473,2.14798,
6.06833,3.97966,2.48927,2.24505,2.14821,
6.07214,3.98111,2.48978,2.24537,2.14844,
6.07596,3.98256,2.49029,2.24569,2.14867,
6.07977,3.98402,2.4908,2.24601,2.1489,
6.08359,3.98547,2.49131,2.24633,2.14913,
6.0874,3.98693,2.49182,2.24665,2.14936,
6.09122,3.98838,2.49232,2.24697,2.14959,
6.09504,3.98984,2.49283,2.24729,2.14982,
6.09885,3.99129,2.49334,2.2476,2.15005,
6.10267,3.99275,2.49384,2.24792,2.15027,
6.10649,3.99421,2.49434,2.24824,2.1505,
6.1103,3.99566,2.49485,2.24855,2.15073,
6.11412,3.99712,2.49535,2.24887,2.15095,
6.11794,3.99858,2.49585,2.24918,2.15118,
6.12176,4.00004,2.49635,2.2495,2.15141,
6.12557,4.0015,2.49685,2.24981,2.15163,
6.12939,4.00296,2.49735,2.25012,2.15186,
6.13321,4.00441,2.49785,2.25043,2.15208,
6.13703,4.00587,2.49835,2.25075,2.15231,
6.14085,4.00733,2.49885,2.25106,2.15253,
6.14467,4.00879,2.49935,2.25137,2.15275,
6.14849,4.01025,2.49985,2.25168,2.15298,
6.1523,4.01172,2.50034,2.25199,2.1532,
6.15612,4.01318,2.50084,2.2523,2.15342,
6.15994,4.01464,2.50133,2.25261,2.15364,
6.16376,4.0161,2.50183,2.25292,2.15386,
6.16758,4.01756,2.50232,2.25323,2.15408,
6.1714,4.01903,2.50281,2.25354,2.15431,
6.17522,4.02049,2.50331,2.25384,2.15453,
6.17904,4.02195,2.5038,2.25415,2.15475,
6.18287,4.02342,2.50429,2.25446,2.15497,
6.18669,4.02488,2.50478,2.25476,2.15519,
6.19051,4.02634,2.50527,2.25507,2.1554,
6.19433,4.02781,2.50576,2.25537,2.15562,
6.19815,4.02928,2.50625,2.25568,2.15584,
6.20197,4.03074,2.50674,2.25598,2.15606,
6.20579,4.03221,2.50723,2.25629,2.15628,
6.20962,4.03367,2.50771,2.25659,2.15649,
6.21344,4.03514,2.5082,2.25689,2.15671,
6.21726,4.03661,2.50869,2.2572,2.15693,
6.22108,4.03808,2.50917,2.2575,2.15714,
6.22491,4.03954,2.50966,2.2578,2.15736,
6.22873,4.04101,2.51014,2.2581,2.15757,
6.23255,4.04248,2.51063,2.2584,2.15779,
6.23638,4.04395,2.51111,2.2587,2.158,
6.2402,4.04542,2.51159,2.259,2.15822,
6.24403,4.04689,2.51207,2.2593,2.15843,
6.24785,4.04836,2.51256,2.2596,2.15864,
6.25168,4.04983,2.51304,2.2599,2.15886,
6.2555,4.0513,2.51352,2.2602,2.15907,
6.25933,4.05277,2.514,2.26049,2.15928,
6.26315,4.05424,2.51448,2.26079,2.1595,
6.26698,4.05571,2.51495,2.26109,2.15971,
6.2708,4.05718,2.51543,2.26139,2.15992,
6.27463,4.05865,2.51591,2.26168,2.16013,
6.27845,4.06013,2.51639,2.26198,2.16034,
6.28228,4.0616,2.51686,2.26227,2.16055,
6.28611,4.06307,2.51734,2.26257,2.16076,
6.28994,4.06455,2.51781,2.26286,2.16097,
6.29376,4.06602,2.51829,2.26315,2.16118,
6.29759,4.06749,2.51876,2.26345,2.16139,
6.30142,4.06897,2.51923,2.26374,2.1616,
6.30525,4.07044,2.51971,2.26403,2.16181,
6.30908,4.07191,2.52018,2.26432,2.16202,
6.3129,4.07339,2.52065,2.26462,2.16222,
6.31673,4.07486,2.52112,2.26491,2.16243,
6.32056,4.07634,2.52159,2.2652,2.16264,
6.32439,4.07781,2.52206,2.26549,2.16285,
6.32822,4.07929,2.52253,2.26578,2.16305,
6.33205,4.08076,2.523,2.26607,2.16326,
6.33588,4.08224,2.52347,2.26635,2.16346,
6.33971,4.08371,2.52394,2.26664,2.16367,
6.34354,4.08519,2.5244,2.26693,2.16387,
6.34737,4.08666,2.52487,2.26722,2.16408,
6.35121,4.08814,2.52534,2.26751,2.16428,
6.35504,4.08961,2.5258,2.26779,2.16449,
6.35887,4.09109,2.52627,2.26808,2.16469,
6.3627,4.09256,2.52673,2.26837,2.16489,
6.36653,4.09404,2.52719,2.26865,2.1651,
6.37037,4.09552,2.52766,2.26894,2.1653,
6.3742,4.09699,2.52812,2.26922,2.1655,
6.37803,4.09847,2.52858,2.26951,2.1657,
6.38187,4.09995,2.52904,2.26979,2.16591,
6.3857,4.10142,2.5295,2.27007,2.16611,
6.38954,4.1029,2.52996,2.27036,2.16631,
6.39337,4.10438,2.53042,2.27064,2.16651,
6.39721,4.10585,2.53088,2.27092,2.16671,
6.40104,4.10733,2.53134,2.27121,2.16691,
6.40488,4.10881,2.5318,2.27149,2.16711,
6.40871,4.11028,2.53225,2.27177,2.16731,
6.41255,4.11176,2.53271,2.27205,2.16751,
6.41638,4.11324,2.53317,2.27233,2.16771,
6.42022,4.11471,2.53362,2.27261,2.16791,
6.42406,4.11619,2.53408,2.27289,2.16811,
6.4279,4.11767,2.53453,2.27317,2.16831,
6.43173,4.11915,2.53498,2.27345,2.1685,
6.43557,4.12062,2.53544,2.27373,2.1687,
6.43941,4.1221,2.53589,2.274,2.1689,
6.44325,4.12358,2.53634,2.27428,2.1691,
6.44709,4.12505,2.53679,2.27456,2.16929,
6.45093,4.12653,2.53724,2.27483,2.16949,
6.45477,4.12801,2.53769,2.27511,2.16969,
6.45861,4.12949,2.53814,2.27539,2.16988,
6.46245,4.13097,2.53859,2.27566,2.17008,
6.46629,4.13244,2.53904,2.27594,2.17027,
6.47013,4.13392,2.53949,2.27621,2.17047,
6.47397,4.1354,2.53993,2.27649,2.17066,
6.47781,4.13688,2.54038,2.27676,2.17086,
6.48165,4.13835,2.54083,2.27703,2.17105,
6.48549,4.13983,2.54127,2.27731,2.17125,
6.48934,4.14131,2.54172,2.27758,2.17144,
6.49318,4.14279,2.54216,2.27785,2.17163,
6.49702,4.14427,2.5426,2.27812,2.17182,
6.50087,4.14575,2.54305,2.2784,2.17202,
6.50471,4.14722,2.54349,2.27867,2.17221,
6.50856,4.1487,2.54393,2.27894,2.1724,
6.5124,4.15018,2.54437,2.27921,2.17259,
6.51625,4.15166,2.54481,2.27948,2.17279,
6.52009,4.15314,2.54526,2.27975,2.17298,
6.52394,4.15462,2.54569,2.28002,2.17317,
6.52778,4.1561,2.54613,2.28029,2.17336,
6.53163,4.15757,2.54657,2.28055,2.17355,
6.53548,4.15905,2.54701,2.28082,2.17374,
6.53932,4.16053,2.54745,2.28109,2.17393,
6.54317,4.16201,2.54788,2.28136,2.17412,
6.54702,4.16349,2.54832,2.28162,2.17431,
6.55087,4.16497,2.54876,2.28189,2.1745,
6.55472,4.16645,2.54919,2.28216,2.17468,
6.55856,4.16793,2.54963,2.28242,2.17487,
6.56241,4.16941,2.55006,2.28269,2.17506,
6.56626,4.17089,2.55049,2.28295,2.17525,
6.57011,4.17237,2.55093,2.28322,2.17544,
6.57396,4.17384,2.55136,2.28348,2.17562,
6.57781,4.17532,2.55179,2.28374,2.17581,
6.58167,4.1768,2.55222,2.28401,2.176,
6.58552,4.17828,2.55266,2.28427,2.17618,
6.58937,4.17976,2.55309,2.28453,2.17637,
6.59322,4.18124,2.55352,2.2848,2.17656,
6.59707,4.18272,2.55394,2.28506,2.17674,
6.60093,4.1842,2.55437,2.28532,2.17693,
6.60478,4.18568,2.5548,2.28558,2.17711,
6.60864,4.18716,2.55523,2.28584,2.1773,
6.61249,4.18864,2.55566,2.2861,2.17748,
6.61634,4.19012,2.55608,2.28636,2.17766,
6.6202,4.1916,2.55651,2.28662,2.17785,
6.62406,4.19308,2.55694,2.28688,2.17803,
6.62791,4.19456,2.55736,2.28714,2.17822,
6.63177,4.19605,2.55779,2.2874,2.1784,
6.63562,4.19753,2.55821,2.28765,2.17858,
6.63948,4.19901,2.55863,2.28791,2.17876,
6.64334,4.20049,2.55906,2.28817,2.17895,
6.6472,4.20197,2.55948,2.28842,2.17913,
6.65106,4.20345,2.5599,2.28868,2.17931,
6.65491,4.20493,2.56032,2.28894,2.17949,
6.65877,4.20641,2.56074,2.28919,2.17967,
6.66263,4.20789,2.56116,2.28945,2.17985,
6.66649,4.20937,2.56158,2.2897,2.18003,
6.67035,4.21086,2.562,2.28996,2.18021,
6.67421,4.21234,2.56242,2.29021,2.18039,
6.67808,4.21382,2.56284,2.29047,2.18057,
6.68194,4.2153,2.56326,2.29072,2.18075,
6.6858,4.21678,2.56367,2.29097,2.18093,
6.68966,4.21826,2.56409,2.29123,2.18111,
6.69352,4.21974,2.56451,2.29148,2.18129,
6.69739,4.22122,2.56492,2.29173,2.18147,
6.70125,4.2227,2.56534,2.29198,2.18165,
6.70512,4.22418,2.56575,2.29223,2.18183,
6.70898,4.22566,2.56617,2.29248,2.182,
6.71285,4.22714,2.56658,2.29273,2.18218,
6.71671,4.22862,2.567,2.29298,2.18236,
6.72058,4.2301,2.56741,2.29323,2.18254,
6.72444,4.23158,2.56782,2.29348,2.18271,
6.72831,4.23306,2.56823,2.29373,2.18289,
6.73218,4.23454,2.56864,2.29398,2.18306,
6.73605,4.23602,2.56905,2.29423,2.18324,
6.73991,4.23749,2.56946,2.29448,2.18342,
6.74378,4.23897,2.56987,2.29472,2.18359,
6.74765,4.24045,2.57028,2.29497,2.18377,
6.75152,4.24193,2.57069,2.29522,2.18394,
6.75539,4.24341,2.5711,2.29547,2.18411,
6.75926,4.24488,2.57151,2.29571,2.18429,
6.76313,4.24636,2.57191,2.29596,2.18446,
6.767,4.24784,2.57232,2.2962,2.18464,
6.77088,4.24932,2.57273,2.29645,2.18481,
6.77475,4.25079,2.57313,2.29669,2.18498,
6.77862,4.25227,2.57354,2.29694,2.18516,
6.78249,4.25375,2.57394,2.29718,2.18533,
6.78637,4.25522,2.57434,2.29743,2.1855,
6.79024,4.2567,2.57475,2.29767,2.18568,
6.79412,4.25818,2.57515,2.29791,2.18585,
6.79799,4.25965,2.57555,2.29816,2.18602,
6.80187,4.26113,2.57595,2.2984,2.18619,
6.80574,4.26261,2.57635,2.29864,2.18636,
6.80962,4.26408,2.57675,2.29888,2.18653,
6.8135,4.26556,2.57715,2.29913,2.18671,
6.81737,4.26703,2.57755,2.29937,2.18688,
6.82125,4.26851,2.57795,2.29961,2.18705,
6.82513,4.26998,2.57835,2.29985,2.18722,
6.82901,4.27146,2.57875,2.30009,2.18739,
6.83289,4.27293,2.57914,2.30033,2.18756,
6.83677,4.27441,2.57954,2.30057,2.18773,
6.84065,4.27588,2.57994,2.30081,2.1879,
6.84453,4.27736,2.58033,2.30104,2.18807,
6.84841,4.27883,2.58073,2.30128,2.18823,
6.85229,4.28031,2.58112,2.30152,2.1884,
6.85617,4.28178,2.58152,2.30176,2.18857,
6.86006,4.28326,2.58191,2.302,2.18874,
6.86394,4.28473,2.5823,2.30223,2.18891,
6.86782,4.2862,2.5827,2.30247,2.18908,
6.87171,4.28768,2.58309,2.30271,2.18924,
6.87559,4.28915,2.58348,2.30294,2.18941,
6.87948,4.29063,2.58387,2.30318,2.18958,
6.88336,4.2921,2.58426,2.30341,2.18974,
6.88725,4.29357,2.58465,2.30365,2.18991,
6.89114,4.29505,2.58504,2.30388,2.19008,
6.89502,4.29652,2.58543,2.30412,2.19024,
6.89891,4.298,2.58582,2.30435,2.19041,
6.9028,4.29947,2.58621,2.30458,2.19057,
6.90669,4.30094,2.5866,2.30482,2.19074,
6.91058,4.30242,2.58699,2.30505,2.1909,
6.91447,4.30389,2.58737,2.30528,2.19107,
6.91836,4.30537,2.58776,2.30552,2.19123,
6.92225,4.30684,2.58815,2.30575,2.1914,
6.92614,4.30831,2.58853,2.30598,2.19156,
6.93003,4.30979,2.58892,2.30621,2.19172,
6.93393,4.31126,2.5893,2.30644,2.19189,
6.93782,4.31273,2.58969,2.30667,2.19205,
6.94171,4.31421,2.59007,2.3069,2.19221,
6.94561,4.31568,2.59045,2.30713,2.19238,
6.9495,4.31715,2.59084,2.30736,2.19254,
6.9534,4.31863,2.59122,2.30759,2.1927,
6.95729,4.3201,2.5916,2.30782,2.19286,
6.96119,4.32157,2.59198,2.30805,2.19303,
6.96508,4.32304,2.59236,2.30828,2.19319,
6.96898,4.32452,2.59275,2.3085,2.19335,
6.97288,4.32599,2.59313,2.30873,2.19351,
6.97678,4.32746,2.5935,2.30896,2.19367,
6.98068,4.32893,2.59388,2.30919,2.19383,
6.98458,4.33041,2.59426,2.30941,2.19399,
6.98848,4.33188,2.59464,2.30964,2.19415,
6.99238,4.33335,2.59502,2.30986,2.19431,
6.99628,4.33482,2.5954,2.31009,2.19447,
7.00018,4.3363,2.59577,2.31032,2.19463,
7.00408,4.33777,2.59615,2.31054,2.19479,
7.00798,4.33924,2.59653,2.31076,2.19495,
7.01189,4.34071,2.5969,2.31099,2.19511,
7.01579,4.34219,2.59728,2.31121,2.19527,
7.0197,4.34366,2.59765,2.31144,2.19543,
7.0236,4.34513,2.59803,2.31166,2.19558,
7.02751,4.3466,2.5984,2.31188,2.19574,
7.03141,4.34807,2.59877,2.31211,2.1959,
7.03532,4.34955,2.59915,2.31233,2.19606,
7.03923,4.35102,2.59952,2.31255,2.19622,
7.04313,4.35249,2.59989,2.31277,2.19637,
7.04704,4.35396,2.60026,2.31299,2.19653,
7.05095,4.35543,2.60063,2.31321,2.19669,
7.05486,4.3569,2.601,2.31343,2.19684,
7.05877,4.35838,2.60137,2.31366,2.197,
7.06268,4.35985,2.60174,2.31388,2.19715,
7.06659,4.36132,2.60211,2.31409,2.19731,
7.07051,4.36279,2.60248,2.31431,2.19747,
7.07442,4.36426,2.60285,2.31453,2.19762,
7.07833,4.36573,2.60322,2.31475,2.19778,
7.08224,4.3672,2.60359,2.31497,2.19793,
7.08616,4.36867,2.60396,2.31519,2.19809,
7.09007,4.37014,2.60432,2.31541,2.19824,
7.09399,4.37161,2.60469,2.31562,2.19839,
7.0979,4.37308,2.60506,2.31584,2.19855,
7.10182,4.37455,2.60542,2.31606,2.1987,
7.10574,4.37602,2.60579,2.31627,2.19886,
7.10966,4.37749,2.60615,2.31649,2.19901,
7.11357,4.37896,2.60652,2.31671,2.19916,
7.11749,4.38042,2.60688,2.31692,2.19932,
7.12141,4.38189,2.60724,2.31714,2.19947,
7.12533,4.38336,2.60761,2.31735,2.19962,
7.12925,4.38483,2.60797,2.31757,2.19977,
7.13317,4.3863,2.60833,2.31778,2.19993,
7.1371,4.38776,2.60869,2.318,2.20008,
7.14102,4.38923,2.60906,2.31821,2.20023,
7.14494,4.3907,2.60942,2.31843,2.20038,
7.14887,4.39216,2.60978,2.31864,2.20053,
7.15279,4.39363,2.61014,2.31885,2.20068,
7.15672,4.39509,2.6105,2.31907,2.20083,
7.16064,4.39656,2.61086,2.31928,2.20098,
7.16457,4.39803,2.61122,2.31949,2.20114,
7.16849,4.39949,2.61157,2.3197,2.20129,
7.17242,4.40096,2.61193,2.31991,2.20144,
7.17635,4.40242,2.61229,2.32013,2.20159,
7.18028,4.40388,2.61265,2.32034,2.20174,
7.18421,4.40535,2.613,2.32055,2.20189,
7.18814,4.40681,2.61336,2.32076,2.20204,
7.19207,4.40828,2.61371,2.32097,2.20218,
7.196,4.40974,2.61407,2.32118,2.20233,
7.19993,4.4112,2.61442,2.32139,2.20248,
7.20386,4.41266,2.61478,2.3216,2.20263,
7.2078,4.41413,2.61513,2.32181,2.20278,
7.21173,4.41559,2.61549,2.32202,2.20293,
7.21566,4.41705,2.61584,2.32223,2.20308,
7.2196,4.41851,2.61619,2.32243,2.20322,
7.22353,4.41998,2.61654,2.32264,2.20337,
7.22747,4.42144,2.61689,2.32285,2.20352,
7.23141,4.4229,2.61725,2.32306,2.20367,
7.23535,4.42436,2.6176,2.32326,2.20381,
7.23928,4.42582,2.61795,2.32347,2.20396,
7.24322,4.42728,2.6183,2.32368,2.20411,
7.24716,4.42874,2.61865,2.32388,2.20425,
7.2511,4.4302,2.619,2.32409,2.2044,
7.25504,4.43166,2.61934,2.3243,2.20455,
7.25898,4.43312,2.61969,2.3245,2.20469,
7.26293,4.43458,2.62004,2.32471,2.20484,
7.26687,4.43604,2.62039,2.32491,2.20498,
7.27081,4.4375,2.62073,2.32511,2.20513,
7.27476,4.43896,2.62108,2.32532,2.20527,
7.2787,4.44041,2.62143,2.32552,2.20542,
7.28265,4.44187,2.62177,2.32573,2.20556,
7.28659,4.44333,2.62212,2.32593,2.20571,
7.29054,4.44479,2.62246,2.32613,2.20585,
7.29449,4.44625,2.62281,2.32634,2.206,
7.29844,4.4477,2.62315,2.32654,2.20614,
7.30238,4.44916,2.62349,2.32674,2.20629,
7.30633,4.45062,2.62384,2.32694,2.20643,
7.31028,4.45208,2.62418,2.32715,2.20657,
7.31423,4.45353,2.62452,2.32735,2.20672,
7.31819,4.45499,2.62487,2.32755,2.20686,
7.32214,4.45645,2.62521,2.32775,2.207,
7.32609,4.4579,2.62555,2.32795,2.20715,
7.33004,4.45936,2.62589,2.32815,2.20729,
7.334,4.46081,2.62623,2.32835,2.20743,
7.33795,4.46227,2.62657,2.32855,2.20757,
7.34191,4.46372,2.62691,2.32875,2.20772,
7.34587,4.46518,2.62725,2.32895,2.20786,
7.34982,4.46663,2.62759,2.32915,2.208,
7.35378,4.46809,2.62793,2.32935,2.20814,
7.35774,4.46954,2.62826,2.32955,2.20828,
7.3617,4.471,2.6286,2.32974,2.20842,
7.36566,4.47245,2.62894,2.32994,2.20856,
7.36962,4.4739,2.62927,2.33014,2.2087,
7.37358,4.47536,2.62961,2.33034,2.20885,
7.37754,4.47681,2.62995,2.33053,2.20899,
7.3815,4.47826,2.63028,2.33073,2.20913,
7.38547,4.47972,2.63062,2.33093,2.20927,
7.38943,4.48117,2.63095,2.33112,2.20941,
7.39339,4.48262,2.63129,2.33132,2.20955,
7.39736,4.48407,2.63162,2.33152,2.20969,
7.40132,4.48553,2.63195,2.33171,2.20983,
7.40529,4.48698,2.63229,2.33191,2.20996,
7.40926,4.48843,2.63262,2.3321,2.2101,
7.41323,4.48988,2.63295,2.3323,2.21024,
7.4172,4.49133,2.63328,2.33249,2.21038,
7.42117,4.49278,2.63362,2.33269,2.21052,
7.42514,4.49423,2.63395,2.33288,2.21066,
7.42911,4.49568,2.63428,2.33307,2.2108,
7.43308,4.49713,2.63461,2.33327,2.21094,
7.43705,4.49859,2.63494,2.33346,2.21107,
7.44102,4.50004,2.63527,2.33365,2.21121,
7.445,4.50149,2.6356,2.33385,2.21135,
7.44897,4.50293,2.63593,2.33404,2.21149,
